timestamp,service_name,environment,log_level,request_id,trace_id,endpoint,status_code,latency_ms,error_type,message,cpu_usage,memory_usage,db_latency_ms,queue_lag,region,deployment_version
2026-07-06T23:04:44+00:00,notification-service,prod-simulated,INFO,req-f3821cc083b73a,trace-6bebac31d4f8fd72,/notify/push,200,59.89,,Request completed within the expected service envelope.,36.57,49.18,11.03,2.85,us-east-1,2026.07.1
2026-07-06T23:05:08+00:00,notification-service,prod-simulated,INFO,req-af2b99d9acd158,trace-ce3714af99b49350,/notify/email,200,109.26,,Request completed within the expected service envelope.,40.3,49.03,8.3,2.74,eu-west-1,2026.07.1
2026-07-06T23:05:44+00:00,api-gateway,prod-simulated,INFO,req-17be311a2a73ed,trace-18c267976142ea7d,/v1/login,200,207.12,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,65.37,58.58,37.79,2.39,us-east-1,2026.07.1
2026-07-06T23:05:59+00:00,payment-service,prod-simulated,INFO,req-826869a43825b5,trace-adf4e62d6651529e,/payments/status,200,134.94,,Request completed within the expected service envelope.,59.61,56.43,32.8,3.74,us-west-2,2026.07.1
2026-07-06T23:06:22+00:00,api-gateway,prod-simulated,INFO,req-295b47c333e861,trace-f4188f3f8a14be62,/v1/search,200,248.2,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,70.1,59.73,23.6,2.41,us-east-1,2026.07.1
2026-07-06T23:07:10+00:00,worker-service,prod-simulated,INFO,req-e7a37e63b4c08b,trace-95863a76c51155ff,/jobs/drain,200,107.43,,Request completed within the expected service envelope.,50.59,56.45,22.89,5.88,us-west-2,2026.07.1
2026-07-06T23:08:01+00:00,payment-service,prod-simulated,INFO,req-33173438f16a81,trace-eb1fa9f2d10bd1d0,/payments/refund,200,199.5,,Request completed within the expected service envelope.,54.61,57.84,34.51,1.92,us-east-1,2026.07.1
2026-07-06T23:08:36+00:00,database-service,prod-simulated,INFO,req-d4a02e6d3ee1dc,trace-8c41561be827a1b9,/query/users,200,52.42,,Request completed within the expected service envelope.,48.24,64.87,16.66,0.0,eu-west-1,2026.07.1
2026-07-06T23:08:40+00:00,auth-service,prod-simulated,INFO,req-d9f19514822f53,trace-118a9d292f923996,/auth/validate,200,73.12,,Request completed within the expected service envelope.,44.02,47.92,14.87,0.35,us-east-1,2026.07.1
2026-07-06T23:09:06+00:00,worker-service,prod-simulated,INFO,req-e82c7d06e745f9,trace-978648f864de82e6,/jobs/drain,200,102.08,,Request completed within the expected service envelope.,51.18,53.53,18.29,4.95,ap-south-1,2026.07.1
2026-07-06T23:09:11+00:00,worker-service,prod-simulated,INFO,req-bc10fabf5d2fdf,trace-ccc429038bcf53a1,/jobs/drain,200,110.98,,Request completed within the expected service envelope.,53.87,53.77,10.43,6.41,us-east-1,2026.07.1
2026-07-06T23:09:24+00:00,payment-service,prod-simulated,INFO,req-6d7ce3b4a69f3c,trace-0279b6a68f9797b0,/payments/charge,200,178.14,,Request completed within the expected service envelope.,59.63,62.44,31.95,2.1,ap-south-1,2026.07.1
2026-07-06T23:09:38+00:00,auth-service,prod-simulated,INFO,req-50fd9d85d51695,trace-42c18a62ef48e8d5,/auth/login,200,76.73,,Request completed within the expected service envelope.,44.97,46.06,19.88,0.0,us-east-1,2026.07.1
2026-07-06T23:09:51+00:00,api-gateway,prod-simulated,INFO,req-b45ed13139d32c,trace-0bbb259911ce5dd2,/v1/orders,200,71.27,,Request completed within the expected service envelope.,50.7,57.61,20.07,2.65,eu-west-1,2026.07.1
2026-07-06T23:10:30+00:00,recommendation-service,prod-simulated,INFO,req-4d0b0d91b0e1d9,trace-8c459ce267f48ad5,/recommendations/home,200,125.58,,Request completed within the expected service envelope.,66.45,64.87,21.77,0.82,eu-west-1,2026.07.1
2026-07-06T23:10:46+00:00,api-gateway,prod-simulated,INFO,req-3a9bed0f1259e0,trace-e7c99b26114125c6,/v1/search,200,126.2,,Request completed within the expected service envelope.,52.49,57.86,24.46,2.58,us-west-2,2026.07.1
2026-07-06T23:10:49+00:00,auth-service,prod-simulated,INFO,req-439472da587e8a,trace-7d106c6081627cf1,/auth/refresh,200,52.41,,Request completed within the expected service envelope.,36.93,48.82,17.18,1.69,us-east-1,2026.07.1
2026-07-06T23:11:20+00:00,recommendation-service,prod-simulated,INFO,req-5487fdebb7a385,trace-505cc6869f871ce7,/recommendations/home,200,249.7,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,76.66,71.18,29.7,0.09,us-east-1,2026.07.1
2026-07-06T23:11:26+00:00,api-gateway,prod-simulated,INFO,req-b3aa7e4458a885,trace-aefcfad8efc89849,/v1/search,200,99.39,,Request completed within the expected service envelope.,59.87,57.54,26.09,0.63,eu-west-1,2026.07.1
2026-07-06T23:11:36+00:00,api-gateway,prod-simulated,INFO,req-98ae436c12ace8,trace-62801c4510435a10,/v1/recommendations,200,76.78,,Request completed within the expected service envelope.,55.73,52.43,32.4,2.4,eu-west-1,2026.07.1
2026-07-06T23:11:46+00:00,api-gateway,prod-simulated,INFO,req-b683d2337ea2df,trace-66245bfa4fcca39a,/v1/login,200,91.83,,Request completed within the expected service envelope.,53.68,54.75,17.46,2.25,ap-south-1,2026.07.1
2026-07-06T23:13:07+00:00,api-gateway,prod-simulated,INFO,req-5715bda4161293,trace-4b22d3081c8eaee9,/v1/recommendations,200,122.6,,Request completed within the expected service envelope.,51.76,58.38,16.78,0.56,us-west-2,2026.07.1
2026-07-06T23:13:16+00:00,notification-service,prod-simulated,INFO,req-29ec8ed1bdb8c0,trace-4fa03f26f6f7f0cc,/notify/email,202,94.7,,Request completed within the expected service envelope.,47.49,51.0,7.6,2.2,eu-west-1,2026.07.1
2026-07-06T23:13:22+00:00,auth-service,prod-simulated,INFO,req-a970658e46d534,trace-7c967f79b7e99aca,/auth/login,200,70.4,,Request completed within the expected service envelope.,43.1,48.14,10.35,2.24,ap-south-1,2026.07.1
2026-07-06T23:13:35+00:00,recommendation-service,prod-simulated,INFO,req-2b70e5bc67f831,trace-15b52908a8aa7158,/recommendations/similar,200,254.01,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,81.3,74.25,25.79,1.14,us-east-1,2026.07.1
2026-07-06T23:13:39+00:00,payment-service,prod-simulated,INFO,req-2d534dcf8ebc5a,trace-698c206fe1a47e10,/payments/charge,201,148.14,,Request completed within the expected service envelope.,61.17,63.62,34.44,1.18,us-east-1,2026.07.1
2026-07-06T23:13:43+00:00,database-service,prod-simulated,INFO,req-b22746f53d4330,trace-76ecbdd68498e113,/query/orders,200,41.69,,Request completed within the expected service envelope.,47.63,63.83,11.42,0.0,us-west-2,2026.07.1
2026-07-06T23:13:46+00:00,auth-service,prod-simulated,INFO,req-8768a8a76afde6,trace-aaf915310200b1f0,/auth/validate,200,81.77,,Request completed within the expected service envelope.,42.34,48.77,16.09,1.48,us-east-1,2026.07.1
2026-07-06T23:14:19+00:00,notification-service,prod-simulated,INFO,req-9f0fda05379ff6,trace-3d1148022702878b,/notify/email,200,58.59,,Request completed within the expected service envelope.,42.93,52.83,12.53,2.07,ap-south-1,2026.07.1
2026-07-06T23:14:30+00:00,recommendation-service,prod-simulated,INFO,req-12a4dec4bbb7a9,trace-6a18ce4c74962764,/recommendations/home,200,117.45,,Request completed within the expected service envelope.,61.99,68.74,15.15,0.6,us-west-2,2026.07.1
2026-07-06T23:14:41+00:00,payment-service,prod-simulated,INFO,req-e61fec0a368ce7,trace-35c7936c5b9962c6,/payments/status,200,200.98,,Request completed within the expected service envelope.,52.65,56.45,30.28,1.41,us-east-1,2026.07.1
2026-07-06T23:15:02+00:00,database-service,prod-simulated,INFO,req-dbc08046fb7bf3,trace-250a4578fbe94499,/query/orders,200,57.07,,Request completed within the expected service envelope.,51.75,66.87,16.28,0.42,us-east-1,2026.07.1
2026-07-06T23:15:34+00:00,payment-service,prod-simulated,INFO,req-5d678b945ef2e4,trace-21a4344fbb7bee03,/payments/charge,200,131.34,,Request completed within the expected service envelope.,57.18,56.73,31.27,1.41,us-east-1,2026.07.1
2026-07-06T23:15:52+00:00,notification-service,prod-simulated,INFO,req-49a214f7e8f8e5,trace-4ffca6b199b479d4,/notify/push,200,92.33,,Request completed within the expected service envelope.,42.77,50.09,8.89,1.41,us-west-2,2026.07.1
2026-07-06T23:15:52+00:00,auth-service,prod-simulated,INFO,req-445dcc341c6494,trace-218a15368c99a894,/auth/refresh,200,81.86,,Request completed within the expected service envelope.,49.05,48.04,14.96,0.59,eu-west-1,2026.07.1
2026-07-06T23:16:12+00:00,api-gateway,prod-simulated,INFO,req-3bc1a9aff8754d,trace-43b9da13ec856f37,/v1/orders,200,227.22,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,71.08,59.62,31.4,0.76,us-east-1,2026.07.1
2026-07-06T23:16:20+00:00,auth-service,prod-simulated,INFO,req-deef589c07a751,trace-9ea556aa61ee6c5b,/auth/validate,200,59.93,,Request completed within the expected service envelope.,43.71,46.0,14.73,0.98,us-east-1,2026.07.1
2026-07-06T23:16:30+00:00,api-gateway,prod-simulated,INFO,req-409d3650843242,trace-1dad09b252c21221,/v1/recommendations,200,86.76,,Request completed within the expected service envelope.,55.44,59.17,25.16,0.31,us-west-2,2026.07.1
2026-07-06T23:16:32+00:00,recommendation-service,prod-simulated,INFO,req-6502d6ca6a2224,trace-43b38eb403902c5d,/recommendations/home,200,153.15,,Request completed within the expected service envelope.,68.47,68.91,20.73,2.78,us-west-2,2026.07.1
2026-07-06T23:16:33+00:00,worker-service,prod-simulated,INFO,req-15da70d4ef00aa,trace-6e8f75a117dded81,/jobs/process,200,108.5,,Request completed within the expected service envelope.,47.1,58.4,16.94,6.96,ap-south-1,2026.07.1
2026-07-06T23:16:41+00:00,api-gateway,prod-simulated,INFO,req-c342bdf295456e,trace-a021c0ca3531968d,/v1/orders,200,97.69,,Request completed within the expected service envelope.,49.21,61.73,22.75,3.03,eu-west-1,2026.07.1
2026-07-06T23:16:42+00:00,auth-service,prod-simulated,INFO,req-2a96e17194eae2,trace-4ca9cf07b1aa0f6a,/auth/login,200,52.09,,Request completed within the expected service envelope.,43.28,46.65,14.42,0.1,ap-south-1,2026.07.1
2026-07-06T23:16:56+00:00,auth-service,prod-simulated,INFO,req-f27292762172ed,trace-a5d04d531e1242e3,/auth/login,200,69.4,,Request completed within the expected service envelope.,41.55,51.38,15.26,0.55,us-west-2,2026.07.1
2026-07-06T23:17:01+00:00,api-gateway,prod-simulated,INFO,req-c3b2908edddfcd,trace-9b37a22b6a8a616f,/v1/orders,200,62.52,,Request completed within the expected service envelope.,54.78,57.2,24.73,1.23,ap-south-1,2026.07.1
2026-07-06T23:17:18+00:00,recommendation-service,prod-simulated,INFO,req-7421ff637e4b01,trace-aba4fc035efa9c5b,/recommendations/similar,200,127.79,,Request completed within the expected service envelope.,63.01,69.42,24.94,3.23,ap-south-1,2026.07.1
2026-07-06T23:18:51+00:00,notification-service,prod-simulated,INFO,req-6dda4fcea60f4c,trace-8f9b72aed85c16bd,/notify/webhook,200,71.77,,Request completed within the expected service envelope.,40.26,46.93,3.84,2.26,us-east-1,2026.07.1
2026-07-06T23:18:56+00:00,api-gateway,prod-simulated,INFO,req-b8a6171ee34dc4,trace-50c7c006314d3441,/v1/search,200,97.46,,Request completed within the expected service envelope.,51.41,60.33,18.0,4.87,eu-west-1,2026.07.1
2026-07-06T23:19:01+00:00,recommendation-service,prod-simulated,INFO,req-5cd8fedafec8a9,trace-fb1e143b196f4dfa,/recommendations/similar,200,124.68,,Request completed within the expected service envelope.,57.82,64.34,14.99,0.0,eu-west-1,2026.07.1
2026-07-06T23:19:31+00:00,database-service,prod-simulated,INFO,req-20733f0d6a05b3,trace-6bc4123ebde13c1b,/query/recommendations,200,54.72,,Request completed within the expected service envelope.,49.43,61.85,15.14,0.0,us-west-2,2026.07.1
2026-07-06T23:20:01+00:00,api-gateway,prod-simulated,INFO,req-6786d538ba8abc,trace-3e493f43b118f68d,/v1/login,200,88.75,,Request completed within the expected service envelope.,53.8,58.14,27.26,0.66,us-west-2,2026.07.1
2026-07-06T23:20:08+00:00,database-service,prod-simulated,INFO,req-a4b1f975424646,trace-07f97d05f6ca6b8b,/query/orders,200,58.05,,Request completed within the expected service envelope.,50.27,60.83,17.27,0.0,us-east-1,2026.07.1
2026-07-06T23:20:48+00:00,api-gateway,prod-simulated,INFO,req-e15ca64797b2c9,trace-b380c73a989d9d4a,/v1/login,200,206.99,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,65.98,61.75,31.44,2.5,us-east-1,2026.07.1
2026-07-06T23:20:53+00:00,payment-service,prod-simulated,INFO,req-966b19fcd6bdca,trace-a3917c994c955f6a,/payments/refund,200,175.37,,Request completed within the expected service envelope.,59.61,60.95,34.46,4.16,ap-south-1,2026.07.1
2026-07-06T23:21:09+00:00,api-gateway,prod-simulated,INFO,req-4d61682defe193,trace-b540b30e039f3a25,/v1/orders,200,135.09,,Request completed within the expected service envelope.,52.6,59.47,28.89,1.23,eu-west-1,2026.07.1
2026-07-06T23:21:10+00:00,api-gateway,prod-simulated,ERROR,req-e43e42a2b5b498,trace-75b17a55d4262982,/v1/orders,500,97.74,INTERNAL_SERVER_ERROR,Unhandled server-side failure occurred during request processing.,57.58,58.79,23.36,1.11,us-west-2,2026.07.1
2026-07-06T23:22:20+00:00,worker-service,prod-simulated,INFO,req-e359ee73991a47,trace-69efafb13a7e8e14,/jobs/retry,200,104.31,,Request completed within the expected service envelope.,49.56,53.35,17.88,6.16,us-west-2,2026.07.1
2026-07-06T23:22:31+00:00,api-gateway,prod-simulated,INFO,req-2f32755738811d,trace-0d270659f72ada9b,/v1/login,200,241.96,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,73.76,60.49,31.46,1.71,us-east-1,2026.07.1
2026-07-06T23:22:47+00:00,auth-service,prod-simulated,INFO,req-b8f21403edd1f8,trace-68f45bce24e75e8e,/auth/validate,200,78.12,,Request completed within the expected service envelope.,38.79,51.73,22.76,2.68,ap-south-1,2026.07.1
2026-07-06T23:23:04+00:00,auth-service,prod-simulated,INFO,req-e9d68fb489d070,trace-61985d54cfb87e6f,/auth/refresh,200,60.21,,Request completed within the expected service envelope.,48.52,45.93,18.35,0.39,us-west-2,2026.07.1
2026-07-06T23:24:06+00:00,auth-service,prod-simulated,INFO,req-f4427e61484bb3,trace-a075e9275110b492,/auth/validate,200,101.57,,Request completed within the expected service envelope.,47.66,49.98,15.58,2.17,ap-south-1,2026.07.1
2026-07-06T23:24:11+00:00,auth-service,prod-simulated,INFO,req-585a0a7bfdcc12,trace-8d4a75b8551ac8ea,/auth/validate,200,76.12,,Request completed within the expected service envelope.,39.99,50.73,14.47,0.92,us-east-1,2026.07.1
2026-07-06T23:24:42+00:00,api-gateway,prod-simulated,INFO,req-49e262ebd34616,trace-1fd5a423706c5c56,/v1/recommendations,200,121.29,,Request completed within the expected service envelope.,49.84,57.0,29.03,0.28,us-west-2,2026.07.1
2026-07-06T23:24:59+00:00,api-gateway,prod-simulated,INFO,req-a281406f962882,trace-7de1bdfed0725b5c,/v1/search,200,106.04,,Request completed within the expected service envelope.,52.88,56.25,29.21,2.0,ap-south-1,2026.07.1
2026-07-06T23:25:13+00:00,auth-service,prod-simulated,INFO,req-bf0d07821c1336,trace-22f235f2e11b868d,/auth/login,200,81.37,,Request completed within the expected service envelope.,42.25,45.08,15.11,2.75,us-west-2,2026.07.1
2026-07-06T23:25:24+00:00,recommendation-service,prod-simulated,INFO,req-a5cc8b38ab854c,trace-a2a9d4d8102efde5,/recommendations/similar,200,115.29,,Request completed within the expected service envelope.,60.04,62.99,16.99,1.53,us-west-2,2026.07.1
2026-07-06T23:25:39+00:00,worker-service,prod-simulated,INFO,req-95da75a21150f9,trace-b64fa54a8c611654,/jobs/retry,200,122.2,,Request completed within the expected service envelope.,49.72,56.53,17.19,4.74,ap-south-1,2026.07.1
2026-07-06T23:25:57+00:00,recommendation-service,prod-simulated,INFO,req-98de8ea3b5cece,trace-0577aea9f8999246,/recommendations/home,200,94.28,,Request completed within the expected service envelope.,66.8,66.67,18.33,1.46,us-west-2,2026.07.1
2026-07-06T23:26:30+00:00,api-gateway,prod-simulated,INFO,req-dc4ad5d6016237,trace-964db03f93403fad,/v1/search,200,86.66,,Request completed within the expected service envelope.,47.18,55.08,23.99,1.8,eu-west-1,2026.07.1
2026-07-06T23:26:56+00:00,payment-service,prod-simulated,INFO,req-059dd54b943e30,trace-d47d577bfa5a91ca,/payments/status,200,158.99,,Request completed within the expected service envelope.,54.55,61.57,38.27,1.99,eu-west-1,2026.07.1
2026-07-06T23:28:15+00:00,notification-service,prod-simulated,INFO,req-914dcff10013a7,trace-15bfbe9798a21f1c,/notify/email,200,99.29,,Request completed within the expected service envelope.,41.5,46.54,9.95,1.16,us-east-1,2026.07.1
2026-07-06T23:28:41+00:00,payment-service,prod-simulated,INFO,req-3810ae5a31b4cc,trace-30ac7d7ba2f963a3,/payments/status,200,211.97,,Request completed within the expected service envelope.,57.31,62.19,23.51,3.68,us-west-2,2026.07.1
2026-07-06T23:28:45+00:00,recommendation-service,prod-simulated,INFO,req-bf1e834b8e63d4,trace-56b60afcded255d0,/recommendations/home,200,228.14,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,81.02,71.16,21.63,0.86,us-east-1,2026.07.1
2026-07-06T23:29:10+00:00,api-gateway,prod-simulated,INFO,req-162f8aef43613c,trace-e1b294de4767d76c,/v1/recommendations,200,97.2,,Request completed within the expected service envelope.,46.26,57.43,29.77,0.16,us-west-2,2026.07.1
2026-07-06T23:29:50+00:00,notification-service,prod-simulated,INFO,req-90fa6b24ac2130,trace-6699cd99a847bce7,/notify/email,200,85.41,,Request completed within the expected service envelope.,41.46,51.24,7.41,1.92,eu-west-1,2026.07.1
2026-07-06T23:30:07+00:00,api-gateway,prod-simulated,INFO,req-bf3c517f54a511,trace-2cfa55b06e3f683a,/v1/orders,200,198.82,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,66.79,63.07,34.71,2.35,us-east-1,2026.07.1
2026-07-06T23:30:58+00:00,api-gateway,prod-simulated,INFO,req-d4ea125e659654,trace-13a4a492497de16d,/v1/search,200,94.23,,Request completed within the expected service envelope.,52.77,60.46,25.44,1.19,ap-south-1,2026.07.1
2026-07-06T23:31:01+00:00,worker-service,prod-simulated,INFO,req-7089fc2877f5d9,trace-7bf7e1d36a662fce,/jobs/retry,200,102.92,,Request completed within the expected service envelope.,48.3,54.56,16.1,7.33,us-west-2,2026.07.1
2026-07-06T23:31:15+00:00,database-service,prod-simulated,INFO,req-7740d873318749,trace-8471b4b0ae1b9f69,/query/users,200,50.75,,Request completed within the expected service envelope.,48.26,59.81,17.04,0.0,us-east-1,2026.07.1
2026-07-06T23:31:19+00:00,auth-service,prod-simulated,INFO,req-d82c754bb907ec,trace-19e45c6ac9c23e69,/auth/validate,200,56.87,,Request completed within the expected service envelope.,41.16,49.81,16.94,1.25,us-west-2,2026.07.1
2026-07-06T23:32:26+00:00,recommendation-service,prod-simulated,INFO,req-9b89e5d942644c,trace-c8040fb7ad973b67,/recommendations/similar,200,267.02,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,87.24,69.24,32.06,2.58,us-east-1,2026.07.1
2026-07-06T23:32:31+00:00,api-gateway,prod-simulated,INFO,req-1a51653c7c1d85,trace-4187222b257d5e52,/v1/orders,201,109.79,,Request completed within the expected service envelope.,59.13,61.14,26.09,0.73,eu-west-1,2026.07.1
2026-07-06T23:32:33+00:00,auth-service,prod-simulated,INFO,req-f0b2a58c7e6f42,trace-9bdf90f2ba2c0f19,/auth/validate,200,76.33,,Request completed within the expected service envelope.,37.43,48.81,16.2,0.0,ap-south-1,2026.07.1
2026-07-06T23:34:16+00:00,auth-service,prod-simulated,INFO,req-a4244f0d5ba7cd,trace-dfc620ce7b07fd31,/auth/refresh,200,115.64,,Request completed within the expected service envelope.,40.18,46.02,16.62,0.0,us-west-2,2026.07.1
2026-07-06T23:34:33+00:00,payment-service,prod-simulated,INFO,req-152607cd180a82,trace-6cac028cba220065,/payments/charge,200,157.27,,Request completed within the expected service envelope.,54.39,62.58,34.8,1.71,us-west-2,2026.07.1
2026-07-06T23:35:26+00:00,notification-service,prod-simulated,INFO,req-776abf3de28859,trace-447906121f5d988f,/notify/push,200,82.44,,Request completed within the expected service envelope.,40.17,50.68,9.37,0.0,eu-west-1,2026.07.1
2026-07-06T23:35:29+00:00,api-gateway,prod-simulated,INFO,req-79c2d29ae1a991,trace-269ed4c980599b93,/v1/search,200,119.67,,Request completed within the expected service envelope.,50.66,57.88,18.66,0.79,us-west-2,2026.07.1
2026-07-06T23:35:43+00:00,auth-service,prod-simulated,INFO,req-25637cca97ebf5,trace-09ce3cfb2339ba19,/auth/refresh,200,87.01,,Request completed within the expected service envelope.,41.69,46.07,17.88,0.13,ap-south-1,2026.07.1
2026-07-06T23:36:12+00:00,api-gateway,prod-simulated,INFO,req-eafde75f733a3e,trace-632dbb5e486bb6bf,/v1/recommendations,200,118.67,,Request completed within the expected service envelope.,48.7,59.04,23.85,1.29,us-west-2,2026.07.1
2026-07-06T23:37:27+00:00,auth-service,prod-simulated,INFO,req-f24823177a8a5f,trace-38d77b9ae916da57,/auth/refresh,200,85.24,,Request completed within the expected service envelope.,47.64,50.91,17.56,0.0,eu-west-1,2026.07.1
2026-07-06T23:37:36+00:00,recommendation-service,prod-simulated,INFO,req-ff11c836ee1640,trace-491b90e99ca3fbb3,/recommendations/similar,200,118.58,,Request completed within the expected service envelope.,64.0,68.23,19.66,0.0,eu-west-1,2026.07.1
2026-07-06T23:37:48+00:00,payment-service,prod-simulated,INFO,req-4b1f0d0977c513,trace-0b36e356339b77a8,/payments/charge,200,164.19,,Request completed within the expected service envelope.,53.47,57.32,28.41,0.0,us-west-2,2026.07.1
2026-07-06T23:38:26+00:00,notification-service,prod-simulated,INFO,req-e1e0ff98f6fd7f,trace-a77d95f1d7c4fe9c,/notify/webhook,200,124.04,,Request completed within the expected service envelope.,41.77,47.51,13.57,1.52,eu-west-1,2026.07.1
2026-07-06T23:38:50+00:00,database-service,prod-simulated,INFO,req-4ddb1b272c0588,trace-2976aab22a26f770,/query/users,200,49.37,,Request completed within the expected service envelope.,50.81,60.22,9.34,0.0,us-east-1,2026.07.1
2026-07-06T23:39:17+00:00,auth-service,prod-simulated,INFO,req-c9525181e03a5e,trace-81f38dd4fd034ada,/auth/validate,200,54.88,,Request completed within the expected service envelope.,45.8,48.02,14.14,0.17,us-east-1,2026.07.1
2026-07-06T23:39:23+00:00,recommendation-service,prod-simulated,INFO,req-4a552e8acbbe09,trace-4cc9f5f2e42e5037,/recommendations/home,200,248.19,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,80.89,71.85,32.47,3.99,us-east-1,2026.07.1
2026-07-06T23:39:27+00:00,database-service,prod-simulated,INFO,req-5e70f69280c5aa,trace-cdbcc65377a7e8b7,/query/recommendations,200,47.69,,Request completed within the expected service envelope.,45.54,59.62,12.37,0.17,ap-south-1,2026.07.1
2026-07-06T23:39:47+00:00,recommendation-service,prod-simulated,INFO,req-878aae233ffc82,trace-65e58f345df06e8c,/recommendations/similar,200,280.01,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,82.14,68.36,30.34,0.31,us-east-1,2026.07.1
2026-07-06T23:39:47+00:00,api-gateway,prod-simulated,ERROR,req-b5a1b967884209,trace-6aedfdc7a3e05309,/v1/login,503,205.56,LATENCY_SPIKE,CPU-intensive recommendation fan-out increased end-to-end latency.,66.62,63.27,26.98,4.45,us-east-1,2026.07.1
2026-07-06T23:40:03+00:00,api-gateway,prod-simulated,INFO,req-8622686683e107,trace-6550f74a1422373f,/v1/login,200,232.15,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,72.64,61.29,33.41,0.72,us-east-1,2026.07.1
2026-07-06T23:40:47+00:00,auth-service,prod-simulated,INFO,req-93364f83efa9f3,trace-b7f285723defa849,/auth/login,200,73.93,,Request completed within the expected service envelope.,40.82,49.33,17.64,0.0,us-west-2,2026.07.1
2026-07-06T23:40:56+00:00,worker-service,prod-simulated,INFO,req-9780c22b2bb8e9,trace-94a53fdef10d27c8,/jobs/process,200,140.89,,Request completed within the expected service envelope.,49.82,55.78,19.27,6.99,us-east-1,2026.07.1
2026-07-06T23:41:11+00:00,payment-service,prod-simulated,INFO,req-45f18654f90429,trace-cca1b45c1fdd980a,/payments/refund,200,146.34,,Request completed within the expected service envelope.,59.37,57.31,35.51,1.68,ap-south-1,2026.07.1
2026-07-06T23:41:34+00:00,api-gateway,prod-simulated,INFO,req-97d7a5adb14670,trace-86e527537c93f6cc,/v1/login,200,111.64,,Request completed within the expected service envelope.,54.38,55.54,25.18,0.53,eu-west-1,2026.07.1
2026-07-06T23:41:37+00:00,api-gateway,prod-simulated,INFO,req-e1cde8ec955f87,trace-a49b1cd99082889b,/v1/login,200,210.24,LATENCY_SPIKE,Service remained available but experienced elevated end-to-end latency.,72.9,64.46,39.0,3.65,us-east-1,2026.07.1
